SampleId,Area_Name,Area_Code,Latitude,Longitude,Year,Month,Day,Hour,Minute,PCI
365M--5,4.b,2,57.493,-0.655,2009,8,9,14,10,1
366A--9,4.a,3,58.805,-1.395,1979,8,16,23,27,6.5
366LG-19,4.b,2,54.977,6.018,2015,2,12,4,31,1
366M--9,4.a,3,57.787,0.512,2009,9,6,18,7,2
366M--21,4.a,3,58.555,4.015,2009,9,7,2,10,1
366TB-5,4.a,3,59.7917,4,1978,8,25,11,56,0
366TB-15,4.a,3,61.4583,4,1978,8,25,3,23,0
367A--9,4.a,3,58.8183,-1.3933,1979,9,19,22,3,0
367LG-31,4.b,2,54.195,5.24,2015,3,6,21,49,1
367LG-45,4.c,1,52.225,3.408,2015,3,7,6,32,2
367M--13,4.a,3,57.568,0.952,2009,10,4,23,25,2
367M--23,4.a,3,58.367,3.682,2009,10,5,6,19,1
368A--5,4.a,3,58.1583,-1.545,1979,10,12,1,28,1
368A--13,4.a,3,59.4817,-1.24,1979,10,11,19,54,1
368LG-1,4.b,2,53.735,4.972,2015,5,29,2,43,2
368M--11,4.a,3,57.938,1.14,2009,11,9,3,13,1
369A--15,4.a,3,59.8,-1.165,1979,11,22,19,40,0
369LG-11,4.b,2,54.027,5.085,2015,6,23,23,15,2
369LG-33,4.b,2,57.123,8.488,2015,6,24,9,30,6.5
369M--11,4.b,2,57.048,0.843,2009,12,6,20,20,1
369M--23,4.a,3,58.26,3.818,2009,12,7,4,28,1
369TB-15,4.a,3,61.5233,3.95,1978,11,3,22,33,0
36HE-19,4.b,2,53.5767,5.4883,1988,2,14,7,38,0
36KC-1,4.b,2,53.822,0.51,2016,1,12,23,48,2
36LG-7,4.b,2,54.0017,4.1983,1984,2,11,19,41,1
36LG-13,4.b,2,54.7933,5.245,1984,2,11,15,31,0
36LG-25,4.b,2,56.3767,7.4,1984,2,11,7,9,0
370A--11,4.a,3,59.15,-1.3167,1979,12,18,22,28,0
370M--17,4.a,3,58.322,2.867,2010,1,11,1,45,1
371LG-27,4.b,2,56,7.09,2015,9,3,7,6,1
371M--7,4.a,3,57.668,-0.033,2010,2,7,16,27,0
371M--19,4.a,3,58.45,3.447,2010,2,8,1,13,0
371TB-9,4.a,3,60.4283,3.975,1978,12,16,15,57,0
372A--7,4.a,3,58.49,-1.47,1980,4,11,0,20,1
372A--13,4.a,3,59.4833,-1.24,1980,4,10,19,59,1
372LG-9,4.b,2,53.532,4.767,2015,9,13,7,10,6.5
372LG-23,4.b,2,55.585,6.658,2015,9,13,14,51,6.5
372M--9,4.a,3,57.787,0.505,2010,3,7,18,27,0
373A--11,4.a,3,59.1517,-1.3167,1980,5,13,22,14,2
373TB-9,4.a,3,60.46,4,1979,4,7,13,4,0
374A--1,4.a,3,57.505,-1.6917,1980,6,20,4,24,1
374LG-11,4.b,2,53.92,5.027,2015,11,22,9,22,2
375LG-7,4.c,1,52.74,4.057,2015,12,11,0,30,1
375LG-25,4.b,2,55.372,6.438,2015,12,11,8,40,1
375M--7,4.a,3,57.667,0.025,2010,6,6,18,12,1
376BA-1,7.d,4,50.4406,-1.5668,2002,8,11,8,11,1
376LG-35,4.b,2,56.878,8.057,2016,1,15,13,20,0
376M--3,4.b,2,57.365,-1.26,2010,7,11,14,28,1
376M--17,4.a,3,58.305,2.752,2010,7,12,0,36,2
377A--15,4.a,3,59.8083,-1.1617,1980,9,9,18,27,2
377LG-5,4.c,1,52.583,3.835,2016,2,15,5,26,2
377LG-15,4.b,2,54.042,5.118,2016,2,15,10,55,1
377M--21,4.a,3,58.585,4.1,2010,8,16,2,6,1
378A--13,4.a,3,59.4833,-1.24,1980,10,16,19,57,0
378LG-9,4.c,1,53.1,4.417,2016,3,25,0,39,2
378LG-35,4.b,2,56.882,8.1,2016,3,25,13,15,1
378M--5,4.a,3,57.508,-0.668,2010,9,20,3,9,1
379A--1,4.b,2,57.4983,-1.6933,1980,12,5,5,43,0
379A--15,4.a,3,59.815,-1.16,1980,12,4,19,30,0
379M--9,4.a,3,57.802,0.538,2010,10,18,10,20,0
379TA-15,4.b,2,54.92,4.1967,1979,9,21,9,29,6.5
37DI-19,4.a,3,60.802,-0.534,2020,1,24,8,31,1
37DI-29,4.a,3,59.904,2.29,2020,1,24,15,27,1
37HE-5,4.b,2,53.6667,1.655,1988,3,4,18,51,0
37HE-11,4.b,2,53.7717,3.3333,1988,3,4,22,58,1
37LE-13,4.b,2,55.1833,2.3783,1982,10,21,23,44,6.5
380M--13,4.a,3,58.112,1.727,2010,11,14,22,32,1
381A--5,4.a,3,58.1533,-1.5467,1981,1,10,2,4,0
381M--13,4.a,3,58.057,1.642,2010,12,19,21,52,0
381TA-15,4.b,2,54.5583,3.975,1979,11,16,5,14,1
382M--19,4.a,3,58.453,3.425,2011,1,17,2,50,0
383A--7,4.a,3,58.495,-1.4683,1981,3,8,0,36,0
383BA-1,7.d,4,50.4892,-1.4672,2003,2,24,8,50,0
383LG-31,4.b,2,54.46,5.377,2016,8,16,13,4,2
383M--11,4.a,3,57.545,-0.097,2011,2,14,4,47,1
383M--21,4.a,3,57.952,1.328,2011,2,14,16,24,1
384LG-17,4.b,2,55.257,6.203,2016,9,23,16,50,1
384LG-39,4.c,1,52.048,3.332,2016,9,24,4,57,6.5
385LG-7,4.b,2,56.72,7.875,2016,10,21,10,22,2
385M--1,4.b,2,57.205,-1.685,2011,4,10,12,58,2
385M--23,4.a,3,58.687,4.638,2011,4,11,5,31,2
385TA-3,4.b,2,55.495,4.0333,1980,6,1,9,13,0
385TA-15,4.b,2,57.495,4.0383,1980,5,31,23,20,0
385TA-31,4.a,3,60.1617,4.0433,1980,5,31,10,9,0
385TA-41,4.a,3,61.8283,4.045,1980,5,31,1,55,0
386BA-1,7.d,4,50.4859,-1.5338,2003,5,19,1,16,6.5
386LG-11,4.b,2,56.273,7.333,2016,11,18,13,13,2
386LG-29,4.b,2,53.698,4.687,2016,11,18,22,44,1
386M--19,4.a,3,58.437,3.428,2011,5,16,2,49,1
387A--9,4.a,3,58.82,-1.3933,1981,7,21,22,51,2
387A--15,4.a,3,59.8133,-1.1617,1981,7,21,18,35,2
387LG-17,4.b,2,55.308,6.25,2016,12,16,17,0,1
387LG-29,4.b,2,53.57,4.617,2016,12,16,23,37,1
387M--17,4.a,3,58.308,2.798,2011,6,13,1,9,1
387TA-3,4.b,2,53.555,4,1980,7,27,21,50,1
388A--3,4.a,3,57.8317,-1.6183,1981,8,14,3,13,1
388LG-5,4.b,2,57.067,8.285,2017,1,27,11,2,1
388LG-7,4.b,2,56.793,7.928,2017,1,27,12,7,1
388LG-11,4.b,2,56.232,7.278,2017,1,27,14,16,1
388LG-15,4.b,2,55.667,6.647,2017,1,27,16,26,1
388LG-21,4.b,2,54.813,5.733,2017,1,27,19,40,1
388LG-23,4.b,2,54.542,5.445,2017,1,27,20,43,1
388LG-27,4.b,2,53.958,4.89,2017,1,27,22,53,1
388LG-31,4.c,1,53.338,4.47,2017,1,28,1,0,1
389A--3,4.a,3,57.8167,-1.6217,1981,9,11,4,34,2
389A--15,4.a,3,59.8017,-1.1633,1981,9,10,18,36,6.5
38DI-15,4.a,3,60.049,-3.143,2020,2,14,5,56,0
38DI-33,4.a,3,58.559,1.632,2020,2,14,16,11,0
38HE-3,4.b,2,53.6017,1.0183,1988,4,8,20,1,2
38HE-17,4.b,2,53.86,4.93,1988,4,9,5,20,6.5
38KC-27,4.b,2,54.948,1.45,2016,2,14,11,32,2
38LE-5,4.b,2,55.1183,0.035,1982,11,25,19,48,1
38LE-23,4.b,2,55.3133,5.2717,1982,11,26,6,19,1
38LG-1,4.c,1,52.17,1.7917,1984,5,13,4,50,0
38LG-17,4.b,2,54.36,4.3233,1984,5,12,17,39,1
38LG-35,4.b,2,56.6567,7.725,1984,5,12,4,36,1
390A--15,4.a,3,59.8217,-1.1583,1981,10,15,18,33,1
390M--17,4.a,3,58.328,2.887,2011,9,12,0,33,1
390TA-9,4.b,2,53.6317,4,1980,10,17,1,36,1
390TA-23,4.b,2,55.965,4,1980,10,17,20,30,0
390TA-51,4.a,3,60.6317,4,1980,10,19,10,16,0
391A--13,4.a,3,59.4817,-1.24,1981,11,10,21,2,0
391M--9,4.a,3,57.79,0.487,2011,10,9,17,43,2
392A--9,4.a,3,58.8283,-1.3917,1981,12,15,23,53,0
392M--9,4.a,3,57.802,0.543,2011,11,6,18,40,1
393M--13,4.a,3,58.06,1.685,2011,12,11,23,9,1
393TA-3,4.c,1,52.77,4.015,1981,2,5,17,27,0
393TA-35,4.a,3,58.1033,3.93,1981,2,7,7,19,0
393TA-55,4.a,3,61.435,4.0917,1981,2,8,4,56,0
394A--9,4.a,3,58.8117,-1.395,1982,3,17,0,5,0
394BA-1,7.d,4,50.5138,-1.4163,2004,1,18,21,27,1
394M--25,4.a,3,58.82,5.202,2012,1,8,5,50,0
394TA-1,4.c,1,53.3783,4,1981,3,9,11,14,0
394TA-9,4.b,2,54.7117,4,1981,3,9,3,20,1
394TA-23,4.b,2,57.045,4,1981,3,8,13,30,0
395A--13,4.a,3,59.4683,-1.2433,1982,4,15,20,8,1
395TA-7,4.c,1,53.3667,4,1981,4,2,22,38,1
395TA-17,4.b,2,55.0333,4,1981,4,3,6,56,1
395TA-27,4.b,2,56.7,4.005,1981,4,3,15,23,0
395TA-37,4.a,3,58.3667,4.0167,1981,4,3,23,59,0
396A--11,4.a,3,59.1383,-1.32,1982,5,13,21,20,6.5
396BA-3,7.d,4,50.3679,-1.9489,2004,3,15,8,13,0
396TA-5,4.b,2,53.6,4.0367,1981,5,4,2,25,6.5
396TA-39,4.a,3,59.265,4.025,1981,5,2,20,17,0
397A--9,4.a,3,58.8217,-1.3933,1982,6,13,22,57,2
397M--3,4.b,2,57.372,-1.192,2012,4,9,0,30,2
397M--17,4.a,3,58.313,2.82,2012,4,9,13,11,6.5
397V--1,4.a,3,59.4933,-2.5083,1978,6,10,23,51,1
398A--6,4.a,3,58.5033,-1.6517,1982,7,10,23,57,6.5
398TA-13,4.b,2,56.355,3.9817,1981,6,28,7,54,0
398TA-27,4.a,3,58.6883,3.975,1981,6,27,20,40,1
398TA-45,4.a,3,61.6883,3.97,1981,6,27,6,8,1
399A--13,4.a,3,59.4883,-1.5867,1982,8,10,20,0,6.5
399M--25,4.a,3,58.788,5.208,2012,6,11,5,23,6.5
39DI-15,4.a,3,61.063,-1.738,2020,3,13,8,38,1
39DI-29,4.a,3,59.888,2.312,2020,3,13,16,46,1
39HE-25,4.b,2,54.0067,7.155,1988,5,6,9,38,2
39KC-19,4.b,2,56.202,2.588,2016,3,13,9,6,2
39LE-15,4.b,2,55.2083,2.9133,1982,12,31,1,18,1
3BT-39,7.d,4,50.028,-1.717,2020,9,11,15,50,1
3KC-3,4.a,3,58.405,4.958,2013,4,20,17,1,2
3KC-17,4.b,2,56.393,2.772,2013,4,21,3,36,6.5
3LE-5,4.b,2,55.075,-0.0117,1979,2,6,19,46,0
400A--5,4.a,3,58.15,-1.6633,1982,9,6,0,59,1
400M--9,4.a,3,57.802,0.555,2012,9,9,21,46,1
400M--19,4.a,3,58.448,3.463,2012,9,10,3,58,1
401A--9,4.a,3,59.7583,-1.145,1982,10,28,19,57,0
402A--7,4.a,3,58.4833,-1.4717,1982,11,14,1,16,0
403A--13,4.a,3,59.4817,-1.2383,1982,12,14,21,7,1
403TA-9,4.b,2,53.84,4,1981,11,13,0,26,2
403TA-31,4.a,3,57.5067,4,1981,11,14,0,11,2
403TA-39,4.a,3,58.84,4,1981,11,14,8,49,2
404A--11,4.a,3,58.87,-2.1283,1983,1,16,23,4,0
404M--5,4.a,3,57.507,-0.673,2013,1,13,15,46,1
404M--17,4.a,3,58.333,2.757,2013,1,14,0,29,1
404TA-9,4.b,2,55.5583,4,1981,12,13,7,47,0
404TA-19,4.b,2,57.225,4,1981,12,12,23,20,0
404TA-37,4.a,3,60.225,4,1981,12,12,8,8,0
405A--13,4.a,3,59.4133,-1.2517,1983,2,10,21,13,0
405M--5,4.a,3,57.525,-0.56,2013,2,10,17,48,1
405M--23,4.a,3,58.685,4.68,2013,2,11,9,21,1
405TS-7,4.b,2,55.4833,0.91,1982,10,17,11,24,1
405V--1,4.a,3,59.5233,-2.6433,1979,2,10,14,34,0
406A--11,4.a,3,59.09,-1.305,1983,3,22,22,39,1
406LG-23,4.b,2,55.403,6.347,2018,8,9,16,6,1
406LG-37,4.c,1,53.348,4.482,2018,8,9,23,37,2
406M--5,4.a,3,57.51,-0.632,2013,3,25,19,31,1
406M--19,4.a,3,58.425,3.415,2013,3,26,5,11,2
407A--13,4.a,3,59.4767,-1.23,1983,4,12,19,53,0
407LG-27,4.b,2,54.272,5.183,2018,10,11,21,6,1
407LG-37,4.c,1,52.843,3.84,2018,10,12,2,23,1
407M--9,4.a,3,57.877,0.948,2013,4,28,22,10,6.5
407TS-5,4.a,3,58.75,-3.4767,1983,9,16,7,46,0
408A--1,4.b,2,57.49,-1.65,1983,5,20,4,53,0
408A--15,4.a,3,59.785,-1.335,1983,5,19,18,38,2
408LG-11,4.b,2,56.342,7.443,2018,11,22,14,46,1
408LG-25,4.b,2,54.367,5.257,2018,11,22,21,30,2
408LG-35,4.c,1,52.922,3.975,2018,11,23,2,40,2
408M--9,4.a,3,57.813,0.602,2013,5,12,19,23,2
408TS-1,4.c,1,52.4767,3.6967,1985,2,6,15,58,1
408TS-15,4.b,2,54.495,1.7317,1985,2,7,4,58,2
408TS-21,4.b,2,55.36,0.86,1985,2,7,10,31,0
408TS-37,4.a,3,57.7083,-1.3733,1985,2,8,1,27,0
408TS-45,4.a,3,58.995,-2.0417,1985,2,8,9,12,0
409A--9,4.a,3,58.815,-1.3717,1983,6,7,23,1,1
409LG-23,4.b,2,55.465,6.435,2018,12,13,17,19,2
409LG-41,4.c,1,52.9,3.917,2018,12,14,2,50,1
409TS-1,4.c,1,52.2283,3.78,1985,3,12,3,48,1
409TS-13,4.b,2,53.97,2.1467,1985,3,11,16,57,1
409TS-23,4.b,2,55.4217,0.7317,1985,3,11,7,55,1
409TS-37,4.b,2,57.4533,-1.34,1985,3,10,19,14,1
409TS-43,4.a,3,58.2617,-2.4383,1985,3,10,14,15,0
40DI-17,4.a,3,60.922,-1.058,2020,4,17,8,14,2
40DI-32,4.a,3,59.49,3.033,2020,4,17,16,34,1
40HE-7,4.b,2,53.6867,2.1283,1988,6,7,17,53,6.5
40KC-5,4.a,3,58.213,4.73,2016,4,9,19,35,1
40KC-21,4.b,2,55.908,2.31,2016,4,10,9,39,2
40LE-7,4.b,2,55.1167,0.73,1983,2,15,21,6,0
40LE-27,4.b,2,55.3633,6.5483,1983,2,16,7,42,0
410A--15,4.a,3,59.7917,-1.315,1983,7,19,18,35,0
410M--1,4.b,2,57.243,-1.693,2013,7,7,15,42,2
410TS-11,4.b,2,53.8067,2.4117,1985,4,3,23,57,1
410TS-19,4.b,2,54.9617,1.2717,1985,4,4,7,25,1
410TS-27,4.b,2,56.1167,0.0983,1985,4,4,14,53,0
410TS-47,4.a,3,59.1983,-2.1633,1985,4,5,8,32,1
410TS-51,4.a,3,59.3967,-3.1483,1985,4,5,12,42,1
411A--7,4.a,3,58.495,-1.6183,1983,8,12,0,16,2
411M--5,4.a,3,57.522,-0.507,2013,8,11,14,30,2
411TS-1,4.c,1,52.345,3.8083,1985,7,24,14,44,2
411TS-9,4.c,1,53.4983,2.7033,1985,7,24,22,8,1
411TS-17,4.b,2,54.6533,1.5683,1985,7,25,5,32,0
411TS-31,4.b,2,56.6717,-0.5,1985,7,25,18,28,1
411TS-45,4.a,3,58.86,-1.9633,1985,7,26,6,54,1
412A--11,4.a,3,59.15,-1.3,1983,9,13,21,34,1
412M--15,4.a,3,58.19,2.227,2013,9,15,17,39,2
412TS-1,4.c,1,52.9633,3.1917,1985,8,26,19,18,1
412TS-15,4.b,2,54.9833,1.21,1985,8,26,6,43,2
412TS-27,4.b,2,56.715,-0.57,1985,8,25,19,55,2
412TS-31,4.b,2,57.2917,-1.1817,1985,8,25,16,19,2
413A--9,4.a,3,58.82,-1.37,1983,10,11,22,49,0
413BA-1,7.d,4,50.47137044,-1.523008219,2005,7,3,8,48,1
413M--13,4.a,3,58.082,1.653,2013,10,13,20,24,1
413M--23,4.a,3,58.722,4.592,2013,10,14,4,3,1
413TS-15,4.b,2,56.54,-0.3667,1985,9,19,20,18,2
413TS-27,4.a,3,58.39,-1.7017,1985,9,20,7,52,1
414A--15,4.a,3,59.805,-1.16,1983,11,17,19,36,0
414M--3,4.b,2,57.362,-1.202,2013,11,10,10,49,1
414M--25,4.a,3,58.85,5.147,2013,11,11,4,18,1
414TS-3,4.a,3,58.635,-1.8133,1985,10,22,3,26,1
414TS-13,4.a,3,59.3267,-3.835,1985,10,21,17,59,1
415A--7,4.a,3,58.4883,-1.44,1983,12,16,1,25,0
415LG-25,4.b,2,55.217,6.144,2019,6,13,17,24,1
415LG-31,4.b,2,54.37,5.229,2019,6,13,20,21,2
415LG-41,4.c,1,52.926,3.951,2019,6,14,1,14,1
415M--9,4.a,3,57.792,0.512,2013,12,8,23,29,1
415M--19,4.a,3,58.442,3.418,2013,12,9,6,7,1
415V--7,4.a,3,59.9633,-3.7467,1980,2,11,22,6,0
416LG-21,4.b,2,55.848,6.844,2019,7,11,15,22,6.5
417A--1,4.a,3,57.5017,-1.6433,1984,2,1,6,44,0
417A--11,4.a,3,59.1583,-1.2983,1984,1,31,22,51,0
417LG-11,4.b,2,56.788,7.857,2019,8,29,12,42,2
417LG-33,4.b,2,53.62,4.65,2019,8,30,0,27,2
417M--15,4.a,3,58.13,2.262,2014,3,10,3,27,2
418A--13,4.a,3,59.4917,-1.585,1984,4,22,19,53,2
418LG-25,4.b,2,55.16,6.098,2019,9,19,17,44,6.5
418M--15,4.a,3,58.188,2.212,2014,4,21,1,23,2
418M--25,4.a,3,58.798,5.178,2014,4,21,9,40,1
419A--9,4.a,3,58.8117,-1.3717,1984,5,8,23,2,6.5
419A--15,4.a,3,59.805,-1.1583,1984,5,8,18,37,6.5
419LG-15,4.b,2,56.482,7.597,2019,10,10,14,1,6.5
419LG-19,4.b,2,55.922,6.943,2019,10,10,16,4,6.5
419LG-43,4.c,1,52.495,3.567,2019,10,11,4,26,1
419M--5,4.a,3,57.54,-0.528,2014,5,19,7,22,1
419V--3,4.a,3,59.7217,-2.9733,1980,6,15,21,8,1
41HE-3,4.b,2,53.6317,1.1517,1988,7,12,4,11,2
41HE-11,4.b,2,53.7717,3.385,1988,7,11,22,52,6.5
41HE-25,4.b,2,54.0183,7.3133,1988,7,11,13,34,6.5
41KC-7,4.a,3,57.762,4.643,2016,5,14,23,26,2
41LE-21,4.b,2,55.2767,4.7133,1983,3,13,4,48,1
41LG-7,4.b,2,55.1983,5.78,1984,7,28,13,0,1
41LG-21,4.b,2,57.035,8.3583,1984,7,28,3,12,1
420LG-23,4.b,2,55.529,6.671,2019,11,21,17,19,1
420LG-41,4.c,1,52.995,4.039,2019,11,22,2,28,1
420M--19,4.a,3,58.437,3.388,2014,6,8,23,0,1
421A--13,4.a,3,59.4767,-1.23,1984,7,10,20,24,6.5
422LG-17,4.b,2,56.4,7.493,2020,1,16,15,42,1
422LG-29,4.b,2,54.707,5.626,2020,1,16,21,42,1
422LG-39,4.c,1,53.214,4.403,2020,1,17,2,40,1
422M--3,4.b,2,57.385,-1.135,2014,8,10,13,26,1
423A--3,4.a,3,57.825,-1.5767,1984,9,17,3,19,1
423A--13,4.a,3,59.4817,-1.2283,1984,9,16,20,3,1
423LG-23,4.b,2,55.168,6.108,2020,2,24,19,19,1
423LG-39,4.c,1,52.898,3.867,2020,2,25,3,40,2
423M--17,4.a,3,58.342,2.825,2014,9,7,22,6,1
424LG-21,4.b,2,55.707,6.823,2020,3,19,16,32,1
424LG-45,4.c,1,52.278,3.42,2020,3,20,4,51,6.5
424M--5,4.a,3,57.525,-0.613,2014,10,5,14,32,1
425A--1,4.b,2,57.4883,-1.6417,1984,11,14,5,54,0
425A--7,4.a,3,58.4833,-1.445,1984,11,14,1,33,0
425LG-37,4.b,2,53.553,4.628,2020,4,19,9,42,1
425M--13,4.a,3,58.063,1.68,2014,12,11,3,57,1
425M--21,4.a,3,58.562,4.035,2014,12,11,10,16,1
426A--1,4.b,2,57.485,-1.6467,1984,12,12,5,41,0
426A--11,4.a,3,59.1417,-1.3017,1984,12,11,22,32,0
426M--9,4.a,3,57.785,0.513,2015,2,11,21,56,1
426M--21,4.a,3,58.55,4.017,2015,2,12,8,31,1
427A--3,4.a,3,57.8233,-1.5767,1985,1,16,3,32,0
427M--19,4.a,3,58.438,3.508,2015,3,19,2,52,1
428A--3,4.a,3,57.83,-1.5767,1985,2,13,3,25,0
428A--13,4.a,3,59.4867,-1.2283,1985,2,12,20,4,0
428M--15,4.a,3,58.192,2.263,2015,5,7,2,25,2
429A--7,4.a,3,58.4967,-1.44,1985,3,13,1,19,0
429LG-25,4.b,2,55.425,6.352,2020,8,20,16,48,1
429LG-37,4.b,2,53.68,4.717,2020,8,20,23,3,2
429M--21,4.a,3,58.565,4.027,2015,6,11,5,56,2
42HE-3,4.b,2,53.5783,1.0083,1988,8,2,17,22,0
42HE-9,4.b,2,53.6383,2.6867,1988,8,2,21,34,0
42LE-13,4.b,2,55.1533,2.3133,1983,4,5,23,46,1
42LE-29,4.b,2,55.325,6.9717,1983,4,6,7,39,1
430A--7,4.a,3,58.4817,-1.43,1985,4,10,0,25,2
431A--1,4.b,2,57.4967,-1.6433,1985,5,8,5,12,0
431A--11,4.a,3,59.1533,-1.3,1985,5,7,22,20,6.5
431M--7,4.a,3,57.647,-0.053,2015,8,5,17,52,2
431M--19,4.a,3,58.428,3.423,2015,8,6,2,17,1
432A--3,4.a,3,57.825,-1.6383,1985,6,17,3,12,1
432A--15,4.a,3,59.79,-1.3183,1985,6,16,18,41,1
432M--5,4.a,3,57.525,-0.585,2015,9,9,16,8,2
